date,price,standardized_price
2024-12-19,0.21879338282022165,0.21008581100217966
2024-12-20,0.33017881435749513,0.34696215745096004
2024-12-21,0.5143049511903515,0.5732261539860539
2024-12-22,0.35597836354622236,0.3786660166023865
2024-12-23,0.388786085040949,0.41898189087365145
2024-12-24,0.46346283096025503,0.5107486507187037
2024-12-25,0.4029873813390594,0.4364331995887546
2024-12-26,0.3620400130439532,0.3861148941194148
2024-12-27,0.40087480126249825,0.4338371487545536
2024-12-28,0.5439096492193696,0.6096059825507564
2024-12-29,0.5561252280630151,0.624617135973596
2024-12-30,0.5810791934986729,0.6552818968054378
2024-12-31,0.861599354061293,1.0
2025-01-01,0.6028193544146782,0.6819973635978396
2025-01-02,0.4274502803202027,0.4664945118256605
2025-01-03,0.31388530856012364,0.3269398303512088
2025-01-04,0.17513596305095472,0.1564372500465367
2025-01-05,0.07095873445394024,0.028418727007039846
2025-01-06,0.0478325168601384,0.0
2025-01-07,0.09491667006320652,0.05785951337733049
2025-01-08,0.06798989409491596,0.024770457965707038
2025-01-09,0.0827766955923564,0.04294126663161155
2025-01-10,0.11702205882815106,0.08502379158873212
2025-01-11,0.23235163224051258,0.22674690948945986
2025-01-12,0.1614356931951591,0.13960162928947079
2025-01-13,0.11076393461091458,0.07733347547956197
2025-01-14,0.07930439801055539,0.03867432255983845
2025-01-15,0.0971925318675835,0.060656213488881505
2025-01-17,0.12446826009295239,0.09417408000600354
2025-01-18,0.16503786983939672,0.14402817566561316
2025-01-19,0.0967536760167298,0.06011692406248623
2025-01-20,0.060249928498579824,0.015259176303066738
2025-01-21,0.07178412812479808,0.029433014679042635
2025-01-22,0.07414649979818762,0.032336022721880325
2025-01-23,0.07191262666153804,0.02959092051996129
2025-01-24,0.1243654767623174,0.0940477743789661
2025-01-25,0.17225231062027088,0.15289366446543612
2025-01-26,0.07573050455670449,0.0342825320733364
2025-01-27,0.08725054425389506,0.04843896997490073
2025-01-28,0.11433542547459931,0.08172231353539673
2025-01-29,0.11724843983551099,0.08530198061906731
2025-01-30,0.1377973300897686,0.11055355062028886
2025-01-31,0.1636736530004025,0.14235175340725936
2025-02-01,0.23317703174521115,0.2277612043303966
2025-02-02,0.11022420349838108,0.07667022516281295
2025-02-03,0.08659243217226803,0.04763024682283605
2025-02-04,0.09312083304086011,0.055652693265905245
2025-02-05,0.08282992624450727,0.04300667929002602
2025-02-06,0.09399497809811723,0.05672688923617068
2025-02-07,0.10820731701001104,0.07419176770280285
2025-02-08,0.15437183156270098,0.13092118016137244
2025-02-09,0.08330495044542609,0.04359041430993983
2025-02-10,0.07515790457661249,0.03357889074277863
2025-02-11,0.05906289358030322,0.013800484618899253
