Hotel Name,rate,date,price
Hilton Tokyo Odaiba,4.6,"Sunday, December 1, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Monday, December 2, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Tuesday, December 3, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Wednesday, December 4, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Thursday, December 5, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Friday, December 6, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Saturday, December 7, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Sunday, December 8, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Monday, December 9, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Tuesday, December 10, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Wednesday, December 11, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Thursday, December 12, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Friday, December 13, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Saturday, December 14, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Sunday, December 15, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Monday, December 16, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Tuesday, December 17, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Wednesday, December 18, 2024",NaN
Hilton Tokyo Odaiba,4.6,"Thursday, December 19, 2024",10.4K
Hilton Tokyo Odaiba,4.6,"Friday, December 20, 2024",11.8K
Hilton Tokyo Odaiba,4.6,"Saturday, December 21, 2024",22.7K
Hilton Tokyo Odaiba,4.6,"Sunday, December 22, 2024","9,368"
Hilton Tokyo Odaiba,4.6,"Monday, December 23, 2024",16.6K
Hilton Tokyo Odaiba,4.6,"Tuesday, December 24, 2024",13.5K
Hilton Tokyo Odaiba,4.6,"Wednesday, December 25, 2024",11.8K
Hilton Tokyo Odaiba,4.6,"Thursday, December 26, 2024",13.9K
Hilton Tokyo Odaiba,4.6,"Friday, December 27, 2024",12.5K
Hilton Tokyo Odaiba,4.6,"Saturday, December 28, 2024",20.5K
Hilton Tokyo Odaiba,4.6,"Sunday, December 29, 2024",16.3K
Hilton Tokyo Odaiba,4.6,"Monday, December 30, 2024",16.8K
Hilton Tokyo Odaiba,4.6,"Tuesday, December 31, 2024",35.6K
Hilton Tokyo Odaiba,4.6,"Wednesday, January 1, 2025",17.9K
Hilton Tokyo Odaiba,4.6,"Thursday, January 2, 2025",11.5K
Hilton Tokyo Odaiba,4.6,"Friday, January 3, 2025",11.5K
Hilton Tokyo Odaiba,4.6,"Saturday, January 4, 2025","9,105"
Hilton Tokyo Odaiba,4.6,"Sunday, January 5, 2025","6,960"
Hilton Tokyo Odaiba,4.6,"Monday, January 6, 2025","6,059"
Hilton Tokyo Odaiba,4.6,"Tuesday, January 7, 2025","6,536"
Hilton Tokyo Odaiba,4.6,"Wednesday, January 8, 2025","6,464"
Hilton Tokyo Odaiba,4.6,"Thursday, January 9, 2025","6,601"
Hilton Tokyo Odaiba,4.6,"Friday, January 10, 2025","6,528"
Hilton Tokyo Odaiba,4.6,"Saturday, January 11, 2025",10.4K
Hilton Tokyo Odaiba,4.6,"Sunday, January 12, 2025","8,294"
Hilton Tokyo Odaiba,4.6,"Monday, January 13, 2025","6,493"
Hilton Tokyo Odaiba,4.6,"Tuesday, January 14, 2025","7,817"
Hilton Tokyo Odaiba,4.6,"Wednesday, January 15, 2025, departure date.","7,997"
Hilton Tokyo Odaiba,4.6,"Thursday, January 16, 2025, return date.",NaN
Hilton Tokyo Odaiba,4.6,"Friday, January 17, 2025","8,977"
Hilton Tokyo Odaiba,4.6,"Saturday, January 18, 2025","9,646"
Hilton Tokyo Odaiba,4.6,"Sunday, January 19, 2025","6,186"
Hilton Tokyo Odaiba,4.6,"Monday, January 20, 2025","5,926"
Hilton Tokyo Odaiba,4.6,"Tuesday, January 21, 2025","7,174"
Hilton Tokyo Odaiba,4.6,"Wednesday, January 22, 2025","6,641"
Hilton Tokyo Odaiba,4.6,"Thursday, January 23, 2025","6,468"
Hilton Tokyo Odaiba,4.6,"Friday, January 24, 2025","8,479"
Hilton Tokyo Odaiba,4.6,"Saturday, January 25, 2025",12.2K
Hilton Tokyo Odaiba,4.6,"Sunday, January 26, 2025","7,444"
Hilton Tokyo Odaiba,4.6,"Monday, January 27, 2025","6,719"
Hilton Tokyo Odaiba,4.6,"Tuesday, January 28, 2025","7,396"
Hilton Tokyo Odaiba,4.6,"Wednesday, January 29, 2025","7,650"
Hilton Tokyo Odaiba,4.6,"Thursday, January 30, 2025","7,592"
Hilton Tokyo Odaiba,4.6,"Friday, January 31, 2025","7,394"
Hilton Tokyo Odaiba,4.6,"Saturday, February 1, 2025","9,746"
Hilton Tokyo Odaiba,4.6,"Sunday, February 2, 2025","6,591"
Hilton Tokyo Odaiba,4.6,"Monday, February 3, 2025","6,390"
Hilton Tokyo Odaiba,4.6,"Tuesday, February 4, 2025","6,469"
Hilton Tokyo Odaiba,4.6,"Wednesday, February 5, 2025","6,544"
Hilton Tokyo Odaiba,4.6,"Thursday, February 6, 2025","6,993"
Hilton Tokyo Odaiba,4.6,"Friday, February 7, 2025","8,479"
Hilton Tokyo Odaiba,4.6,"Saturday, February 8, 2025","9,240"
Hilton Tokyo Odaiba,4.6,"Sunday, February 9, 2025","6,696"
Hilton Tokyo Odaiba,4.6,"Monday, February 10, 2025","6,851"
Hilton Tokyo Odaiba,4.6,"Tuesday, February 11, 2025","7,136"
Hilton Tokyo Odaiba,4.6,"Wednesday, February 12, 2025","6,603"
Hilton Tokyo Odaiba,4.6,"Thursday, February 13, 2025","6,832"
Hilton Tokyo Odaiba,4.6,"Friday, February 14, 2025","6,960"
Hilton Tokyo Odaiba,4.6,"Saturday, February 15, 2025","9,451"
Hilton Tokyo Odaiba,4.6,"Sunday, February 16, 2025","6,526"
Hilton Tokyo Odaiba,4.6,"Monday, February 17, 2025","6,482"
Hilton Tokyo Odaiba,4.6,"Tuesday, February 18, 2025","6,631"
Hilton Tokyo Odaiba,4.6,"Wednesday, February 19, 2025","7,014"
Hilton Tokyo Odaiba,4.6,"Thursday, February 20, 2025","7,781"
Hilton Tokyo Odaiba,4.6,"Friday, February 21, 2025","8,295"
Hilton Tokyo Odaiba,4.6,"Saturday, February 22, 2025",10.1K
Hilton Tokyo Odaiba,4.6,"Sunday, February 23, 2025","9,208"
Hilton Tokyo Odaiba,4.6,"Monday, February 24, 2025","7,365"
Hilton Tokyo Odaiba,4.6,"Tuesday, February 25, 2025","7,026"
Hilton Tokyo Odaiba,4.6,"Wednesday, February 26, 2025","8,129"
Hilton Tokyo Odaiba,4.6,"Thursday, February 27, 2025","8,479"
Hilton Tokyo Odaiba,4.6,"Friday, February 28, 2025","9,266"
Hilton Tokyo Odaiba,4.6,"Saturday, March 1, 2025",14.1K
Hilton Tokyo Odaiba,4.6,"Sunday, March 2, 2025",11.6K
Hilton Tokyo Odaiba,4.6,"Monday, March 3, 2025","8,567"
Hilton Tokyo Odaiba,4.6,"Tuesday, March 4, 2025","8,390"
Hilton Tokyo Odaiba,4.6,"Wednesday, March 5, 2025","8,457"
Hilton Tokyo Odaiba,4.6,"Thursday, March 6, 2025","8,129"
Hilton Tokyo Odaiba,4.6,"Friday, March 7, 2025","8,479"
Hilton Tokyo Odaiba,4.6,"Saturday, March 8, 2025",10.2K
Hilton Tokyo Odaiba,4.6,"Sunday, March 9, 2025","8,648"
Hilton Tokyo Odaiba,4.6,"Monday, March 10, 2025","8,479"
Hilton Tokyo Odaiba,4.6,"Tuesday, March 11, 2025","8,479"
Hilton Tokyo Odaiba,4.6,"Wednesday, March 12, 2025","8,479"
Hilton Tokyo Odaiba,4.6,"Thursday, March 13, 2025","8,479"
Hilton Tokyo Odaiba,4.6,"Friday, March 14, 2025","8,479"
Hilton Tokyo Odaiba,4.6,"Saturday, March 15, 2025",13.8K
Hilton Tokyo Odaiba,4.6,"Sunday, March 16, 2025","9,913"
Hilton Tokyo Odaiba,4.6,"Monday, March 17, 2025","9,347"
Hilton Tokyo Odaiba,4.6,"Tuesday, March 18, 2025","8,129"
Hilton Tokyo Odaiba,4.6,"Wednesday, March 19, 2025","8,479"
Hilton Tokyo Odaiba,4.6,"Thursday, March 20, 2025","9,956"
Hilton Tokyo Odaiba,4.6,"Friday, March 21, 2025",10.1K
Hilton Tokyo Odaiba,4.6,"Saturday, March 22, 2025",15.6K
Hilton Tokyo Odaiba,4.6,"Sunday, March 23, 2025",11.1K
Hilton Tokyo Odaiba,4.6,"Monday, March 24, 2025",12.4K
Hilton Tokyo Odaiba,4.6,"Tuesday, March 25, 2025",11.4K
Hilton Tokyo Odaiba,4.6,"Wednesday, March 26, 2025",12.3K
Hilton Tokyo Odaiba,4.6,"Thursday, March 27, 2025",12.3K
Hilton Tokyo Odaiba,4.6,"Friday, March 28, 2025",11.4K
Hilton Tokyo Odaiba,4.6,"Saturday, March 29, 2025",15.5K
Hilton Tokyo Odaiba,4.6,"Sunday, March 30, 2025",14.7K
Hilton Tokyo Odaiba,4.6,"Monday, March 31, 2025",14.8K
Hilton Tokyo Odaiba,4.6,"Tuesday, April 1, 2025",12.3K
Hilton Tokyo Odaiba,4.6,"Wednesday, April 2, 2025",11.1K
Hilton Tokyo Odaiba,4.6,"Thursday, April 3, 2025",12.3K
Hilton Tokyo Odaiba,4.6,"Friday, April 4, 2025",12.2K
Hilton Tokyo Odaiba,4.6,"Saturday, April 5, 2025",12.4K
Hilton Tokyo Odaiba,4.6,"Sunday, April 6, 2025",11.1K
Hilton Tokyo Odaiba,4.6,"Monday, April 7, 2025","9,413"
Hilton Tokyo Odaiba,4.6,"Tuesday, April 8, 2025","8,209"
Hilton Tokyo Odaiba,4.6,"Wednesday, April 9, 2025",10.2K
Hilton Tokyo Odaiba,4.6,"Thursday, April 10, 2025",10.2K
Hilton Tokyo Odaiba,4.6,"Friday, April 11, 2025",11K
Hilton Tokyo Odaiba,4.6,"Saturday, April 12, 2025",12.1K
Hilton Tokyo Odaiba,4.6,"Sunday, April 13, 2025","9,989"
Hilton Tokyo Odaiba,4.6,"Monday, April 14, 2025",11.7K
Hilton Tokyo Odaiba,4.6,"Tuesday, April 15, 2025",15.6K
Hilton Tokyo Odaiba,4.6,"Wednesday, April 16, 2025","9,413"
Hilton Tokyo Odaiba,4.6,"Thursday, April 17, 2025","9,401"
Hilton Tokyo Odaiba,4.6,"Friday, April 18, 2025","8,209"
Hilton Tokyo Odaiba,4.6,"Saturday, April 19, 2025",12.2K
Hilton Tokyo Odaiba,4.6,"Sunday, April 20, 2025",10.1K
Hilton Tokyo Odaiba,4.6,"Monday, April 21, 2025","9,401"
Hilton Tokyo Odaiba,4.6,"Tuesday, April 22, 2025","9,413"
Hilton Tokyo Odaiba,4.6,"Wednesday, April 23, 2025","9,413"
Hilton Tokyo Odaiba,4.6,"Thursday, April 24, 2025","9,434"
Hilton Tokyo Odaiba,4.6,"Friday, April 25, 2025","9,499"
Hilton Tokyo Odaiba,4.6,"Saturday, April 26, 2025",15.5K
Hilton Tokyo Odaiba,4.6,"Sunday, April 27, 2025","9,619"
Hilton Tokyo Odaiba,4.6,"Monday, April 28, 2025","9,413"
Hilton Tokyo Odaiba,4.6,"Tuesday, April 29, 2025","9,989"
Hilton Tokyo Odaiba,4.6,"Wednesday, April 30, 2025","8,405"
Hilton Tokyo Odaiba,4.6,"Thursday, May 1, 2025","7,473"
Hilton Tokyo Odaiba,4.6,"Friday, May 2, 2025","8,517"
Hilton Tokyo Odaiba,4.6,"Saturday, May 3, 2025",15.6K
Hilton Tokyo Odaiba,4.6,"Sunday, May 4, 2025",14.7K
Hilton Tokyo Odaiba,4.6,"Monday, May 5, 2025",13.7K
Hilton Tokyo Odaiba,4.6,"Tuesday, May 6, 2025","7,875"
Hilton Tokyo Odaiba,4.6,"Wednesday, May 7, 2025","7,157"
Hilton Tokyo Odaiba,4.6,"Thursday, May 8, 2025","7,718"
Hilton Tokyo Odaiba,4.6,"Friday, May 9, 2025","7,403"
Hilton Tokyo Odaiba,4.6,"Saturday, May 10, 2025","9,592"
Hilton Tokyo Odaiba,4.6,"Sunday, May 11, 2025","7,771"
Hilton Tokyo Odaiba,4.6,"Monday, May 12, 2025","9,413"
Hilton Tokyo Odaiba,4.6,"Tuesday, May 13, 2025","9,413"
Hilton Tokyo Odaiba,4.6,"Wednesday, May 14, 2025","9,401"
